cli-0,cli-0,cli-1,cli-1,cli-2,cli-2
wavelength,counts,wavelength,counts,wavelength,counts
959.112994234674,140,959.112994234674,130,959.112994234674,60
959.516963460572,80,959.516963460572,80,959.516963460572,50
959.9209037453987,160,959.9209037453987,160,959.9209037453987,50
960.3248150663256,70,960.3248150663256,40,960.3248150663256,60
960.7286974005237,230,960.7286974005237,130,960.7286974005237,110
961.1325507251646,170,961.1325507251646,150,961.1325507251646,140
961.5363750174192,190,961.5363750174192,120,961.5363750174192,90
961.940170254459,110,961.940170254459,120,961.940170254459,50
962.3439364134551,110,962.3439364134551,40,962.3439364134551,120
962.7476734715791,80,962.7476734715791,50,962.7476734715791,30
963.151381406002,130,963.151381406002,150,963.151381406002,90
963.5550601938951,160,963.5550601938951,120,963.5550601938951,50
963.9587098124296,200,963.9587098124296,100,963.9587098124296,70
964.362330238777,140,964.362330238777,60,964.362330238777,100
964.7659214501084,140,964.7659214501084,130,964.7659214501084,120
965.169483423595,100,965.169483423595,100,965.169483423595,70
965.5730161364083,70,965.5730161364083,100,965.5730161364083,90
965.9765195657195,80,965.9765195657195,150,965.9765195657195,100
966.3799936886999,140,966.3799936886999,50,966.3799936886999,110
966.7834384825205,150,966.7834384825205,130,966.7834384825205,120
967.1868539243529,150,967.1868539243529,140,967.1868539243529,90
967.5902399913683,160,967.5902399913683,150,967.5902399913683,110
967.9935966607379,180,967.9935966607379,110,967.9935966607379,110
968.3969239096328,120,968.3969239096328,130,968.3969239096328,60
968.8002217152248,200,968.8002217152248,100,968.8002217152248,120
969.2034900546846,130,969.2034900546846,120,969.2034900546846,50
969.6067289051837,150,969.6067289051837,130,969.6067289051837,80
970.0099382438934,170,970.0099382438934,150,970.0099382438934,130
970.4131180479851,110,970.4131180479851,30,970.4131180479851,10
970.8162682946298,130,970.8162682946298,40,970.8162682946298,80
971.2193889609989,80,971.2193889609989,100,971.2193889609989,30
971.6224800242637,130,971.6224800242637,100,971.6224800242637,100
972.0255414615955,110,972.0255414615955,50,972.0255414615955,50
972.4285732501654,100,972.4285732501654,140,972.4285732501654,70
972.8315753671449,90,972.8315753671449,80,972.8315753671449,80
973.2345477897051,80,973.2345477897051,90,973.2345477897051,10
973.6374904950173,90,973.6374904950173,140,973.6374904950173,80
974.040403460253,140,974.040403460253,70,974.040403460253,40
974.443286662583,90,974.443286662583,100,974.443286662583,90
974.8461400791789,90,974.8461400791789,60,974.8461400791789,120
975.248963687212,70,975.248963687212,110,975.248963687212,60
975.6517574638535,80,975.6517574638535,140,975.6517574638535,70
976.0545213862747,30,976.0545213862747,60,976.0545213862747,80
976.4572554316467,80,976.4572554316467,120,976.4572554316467,10
976.859959577141,120,976.859959577141,80,976.859959577141,90
977.2626337999288,110,977.2626337999288,110,977.2626337999288,80
977.6652780771813,160,977.6652780771813,150,977.6652780771813,100
978.0678923860698,80,978.0678923860698,30,978.0678923860698,20
978.4704767037656,80,978.4704767037656,60,978.4704767037656,50
978.87303100744,170,978.87303100744,110,978.87303100744,60
979.2755552742642,140,979.2755552742642,110,979.2755552742642,40
979.6780494814096,80,979.6780494814096,70,979.6780494814096,-10
980.0805136060474,170,980.0805136060474,90,980.0805136060474,50
980.4829476253487,140,980.4829476253487,110,980.4829476253487,0
980.885351516485,130,980.885351516485,120,980.885351516485,80
981.2877252566275,150,981.2877252566275,150,981.2877252566275,130
981.6900688229475,110,981.6900688229475,110,981.6900688229475,100
982.0923821926162,160,982.0923821926162,120,982.0923821926162,110
982.4946653428051,140,982.4946653428051,190,982.4946653428051,80
982.8969182506851,90,982.8969182506851,130,982.8969182506851,70
983.2991408934276,160,983.2991408934276,170,983.2991408934276,120
983.701333248204,110,983.701333248204,110,983.701333248204,80
984.1034952921856,120,984.1034952921856,90,984.1034952921856,30
984.5056270025435,110,984.5056270025435,50,984.5056270025435,50
984.9077283564491,170,984.9077283564491,100,984.9077283564491,110
985.3097993310736,160,985.3097993310736,90,985.3097993310736,120
985.7118399035883,140,985.7118399035883,50,985.7118399035883,50
986.1138500511644,100,986.1138500511644,80,986.1138500511644,40
986.5158297509732,170,986.5158297509732,100,986.5158297509732,90
986.9177789801861,80,986.9177789801861,100,986.9177789801861,50
987.3196977159744,140,987.3196977159744,120,987.3196977159744,90
987.721585935509,110,987.721585935509,110,987.721585935509,70
988.1234436159616,90,988.1234436159616,40,988.1234436159616,70
988.5252707345032,120,988.5252707345032,90,988.5252707345032,60
988.9270672683052,170,988.9270672683052,90,988.9270672683052,100
989.3288331945389,100,989.3288331945389,90,989.3288331945389,80
989.7305684903754,90,989.7305684903754,50,989.7305684903754,70
990.1322731329861,120,990.1322731329861,90,990.1322731329861,100
990.5339470995423,10,990.5339470995423,0,990.5339470995423,0
990.9355903672154,130,990.9355903672154,30,990.9355903672154,10
991.3372029131763,130,991.3372029131763,130,991.3372029131763,70
991.7387847145965,180,991.7387847145965,110,991.7387847145965,90
992.1403357486472,40,992.1403357486472,130,992.1403357486472,60
992.5418559924998,150,992.5418559924998,40,992.5418559924998,30
992.9433454233254,160,992.9433454233254,50,992.9433454233254,90
993.3448040182955,190,993.3448040182955,110,993.3448040182955,90
993.7462317545811,60,993.7462317545811,50,993.7462317545811,10
994.1476286093537,70,994.1476286093537,30,994.1476286093537,60
994.5489945597844,120,994.5489945597844,30,994.5489945597844,100
994.9503295830445,150,994.9503295830445,140,994.9503295830445,110
995.3516336563055,120,995.3516336563055,150,995.3516336563055,50
995.7529067567384,130,995.7529067567384,50,995.7529067567384,20
996.1541488615146,160,996.1541488615146,100,996.1541488615146,120
996.5553599478053,50,996.5553599478053,70,996.5553599478053,0
996.9565399927818,170,996.9565399927818,140,996.9565399927818,60
997.3576889736155,180,997.3576889736155,90,997.3576889736155,70
997.7588068674775,120,997.7588068674775,120,997.7588068674775,50
998.1598936515389,100,998.1598936515389,160,998.1598936515389,60
998.5609493029715,110,998.5609493029715,60,998.5609493029715,50
998.9619737989461,160,998.9619737989461,130,998.9619737989461,120
999.3629671166341,150,999.3629671166341,90,999.3629671166341,40
999.7639292332069,150,999.7639292332069,100,999.7639292332069,70
1000.1648601258358,150,1000.1648601258358,60,1000.1648601258358,90
1000.5657597716919,120,1000.5657597716919,100,1000.5657597716919,90
1000.9666281479465,60,1000.9666281479465,80,1000.9666281479465,60
1001.3674652317708,140,1001.3674652317708,100,1001.3674652317708,60
1001.7682710003363,110,1001.7682710003363,150,1001.7682710003363,110
1002.1690454308141,150,1002.1690454308141,140,1002.1690454308141,100
1002.5697885003756,130,1002.5697885003756,60,1002.5697885003756,-10
1002.9705001861919,150,1002.9705001861919,100,1002.9705001861919,30
1003.3711804654343,170,1003.3711804654343,130,1003.3711804654343,100
1003.7718293152743,130,1003.7718293152743,120,1003.7718293152743,40
1004.1724467128829,60,1004.1724467128829,40,1004.1724467128829,30
1004.5730326354314,90,1004.5730326354314,90,1004.5730326354314,10
1004.9735870600914,210,1004.9735870600914,150,1004.9735870600914,130
1005.3741099640338,110,1005.3741099640338,80,1005.3741099640338,80
1005.7746013244298,90,1005.7746013244298,130,1005.7746013244298,100
1006.1750611184511,30,1006.1750611184511,120,1006.1750611184511,20
1006.5754893232687,40,1006.5754893232687,40,1006.5754893232687,70
1006.9758859160538,110,1006.9758859160538,90,1006.9758859160538,130
1007.376250873978,190,1007.376250873978,130,1007.376250873978,30
1007.7765841742122,140,1007.7765841742122,40,1007.7765841742122,100
1008.1768857939278,100,1008.1768857939278,120,1008.1768857939278,130
1008.5771557102962,160,1008.5771557102962,110,1008.5771557102962,90
